text,re_labelled,predicted_label,confidence
"@thorxxrahman Enggeh leres masuk kec.Ngaglik, mungkin rodo ngantuk kui sik gawe berita",HAM,ham,0.9996930360794067
Personil Polres mukomuko melaksanakan Sosialisasi kepada masyarakat agar tetap waspada dan mengingatkan agat mencabut kunci kendaraan di saat memarkir kendaran di pinggir jalan dan melaporkan apabila ada kejahatan jalanan lainnya https://t.co/oP3i2i95LG,HAM,ham,0.9988571405410767
ga enaknya rumah pinggir jalan besar + ada bayi tuh ya motor blombongan wira wiri gatau diri huhhh,HAM,ham,0.9956814050674438
@KangManto123 Berarti pengusaha knalpot brong juga berhak utk berjualan bahu-membahu dgn pengusaha sound horeg ya?,HAM,ham,0.9990691542625427
@zeynixxtflhn Beli knalpot blombongan ga?,HAM,ham,0.999579131603241
"5 Top Stories! Wagub Krisantus Prihatin, Truk Tangki BBM Terbalik, Tangkap Jambret Pontianak Timur
 
https://t.co/gAGSSRuVxh lewat @tribunnews",HAM,ham,0.9984521865844727
"09.39: Terjadi kecelakaan truk box di Tol Kunciran Serpong KM 21, dalam penanganan petugas lalu lintas terpantau padat. (P. Hadi) 
#InfoLalinElshinta https://t.co/LTOxHah348",HAM,ham,0.9991039633750916
Mari berkontribusi terhadap gerakan rakyat dengan membeli baju ini seharga Rp 160.000. Berikut format pemesanannya:  Nama: Alamat: Nomor WA: Ukuran:  Hubungi kami melalui WA 08977472296  *Harga di atas di luar ongkos kirim*,SPAM,spam,0.9415147304534912
"Almarhum dimakamkan Minggu, 25 Mei 2025 pukul 17:00 WIB di Sangonan, Sidorejo, Godean, Sleman????",HAM,ham,0.9949023723602295
"Masuk terlalu pagi juga bikin keadaan dirumah ricuh, semua harus dilakukan dengan cepat tau2 kecelakaan (riil terjadi oleh w), apalagi yg jarak rumah ke sekolah seperti mendaki gunung melewati sungai dan terbang ke langit harus berangkat lebih pagi itu??",HAM,ham,0.9986750483512878
"""NANTI AJA"" adalah ucapan selamat hari HAM dari seorang mentri bidang HUKUM HAM!",HAM,ham,0.9979713559150696
Ning jero remuk koe lekk..?? https://t.co/Psm6LX7cCQ,HAM,ham,0.9972620010375977
@ajusttinna Balsem sak awak,HAM,ham,0.9996204376220703
Kegiatan personil Polsek Binjai Timur melaksanakan Patroli roda empat malam hari di titik dianggap rawan terjadinya tindak pidana 3C dan kejahatan jalanan lainnya dalam rangka antisipasi gangguan kamtibmas. https://t.co/mIjzaR9Uiz,HAM,ham,0.9990823268890381
Gimana nih rencana aksi di tanggal 1 Mei? Coba share dong info aksi di kota kalian #MeiMelawan,HAM,ham,0.9973491430282593
"Sudahi romantisme reformasimu, Mari kita turun ke jalan! #MEILAWAN https://t.co/ryLbf1QvOH",HAM,ham,0.9996488094329834
"@KAI121 Naik bareng berlima dari Jember turun di Surabaya sekalian transit berkunjung ke kediaman teman1 Surabaya, berempat lanjut naik KA ekonomi menuju Jogja terus jalan di Malioboro, teman3 lanjut naik KA ekonomi ke Jakarta, sedangkan saya kembali ke Klaten KA sapu jagat dari Jakarta",HAM,ham,0.9959626793861389
"Sewa Rumah Dekat UNY Yogya Malioboro 15mnt Plembura Harian Bulanan Mingguan Rmahan Luas 2KT Keluarga 300rb 1 rumah 2 KT 2 KM

WA https://t.co/Gs4wck2Euz
.
#penginapandekatUNY,  #homestaykeluargajogja,  #homestayrombonganjogja, #homestayjogjamurah, #homestayjogja https://t.co/ckEwDfGnRk",SPAM,spam,0.9736872911453247
"Penggunaan knalpot brong sangat menggangu ketertiban umum.

Jadilah pelopor keselamatan berlalulintas. Taati peraturan yang berlaku

#stopknalpotbrong https://t.co/AlqbV50n4W",HAM,ham,0.9977027773857117
Udan ning yojo kadang mung fana https://t.co/XnEUkg4Ehu,HAM,ham,0.9988558292388916
"Jumat, 18 Juli 2025, Samapta Polsek Ngaglik melaksanakan patroli sambang warga Mudal jalan palagan sariharjo sekaligus menyampaikan pesan kamtibmas, tertib berlalu lintas serta antisipasi gangguan Kamtibmas, Curat, Curas, Curan dan kejahatan jalanan di wilayah Ngaglik. https://t.co/qfHXpPH4Nz",HAM,ham,0.999077320098877
Selamat 13 tahun @CAPITALE_1976 !?? https://t.co/qCj3dgQHZw,HAM,ham,0.9979177117347717
"terjadinya curat, curas dan curanmor serta kejahatan jalanan. Kamis, 17/07/2025.

POLRI UNTUK MASYARAKAT

@poldajogja
#PoldaDIY #KapoldaDIY #Kapolrestasleman #polrestasleman #polsekprambanandiy #patroliKRYD #patrolijogja #jogjaaman #jogjadamai #jogjanyaman #OpsPatuhProgo2025",HAM,ham,0.9905688166618347
"Polsek Kedamean Laksanakan Patroli Dialogis, Wujudkan Keamanan dan Kedekatan dengan Masyarakat, antisipasi gesekan antar perguruan silat dan kejahatan jalanan (17/07/2025) #polriuntukmasyarakat https://t.co/uMLN3kyfmV",HAM,ham,0.9992582201957703
@TaniHitam Omelin bang,HAM,ham,0.999527096748352
"@merapi_uncover Mben esuk neng sepanjang jl mangkubumi ro jl malioboro do akwh tukang foto dadakan, le di foto cewek2 sek do lari2 pagi, lha nrk wong lanang ra tau di foto ??",HAM,ham,0.9965387582778931
"@merapi_uncover Saya juga heran, dgn fenomena ini, banyak sekali di Jl MargoUtomo sampai Malioboro, dulu hanya lesehan, pakai dingklik, sekarang saking effortnya sampai pakai tangga segala.",HAM,ham,0.9992519021034241
"ini pasti kluargany sadewa ada yg tabrak lari
atau ga sisadewany yg nabrak??",HAM,ham,0.999186098575592
"09.41: Info awal #kecelakaan di depan Pasar Jalan Jagir Wonokromo arah Panjang Jiwo. Belum diketahui kendaraan apa saja yang terlibat. Bambang pendengar SS mengabarkan, ada korban laki-laki tergeletak dan sudah dibantu dipinggirkan oleh warga sekitar. Petugas medis sedang perjalanan menuju lokasi. Data lengkap belum diketahui. (ss-rn)",HAM,ham,0.998961329460144
"Ealahh,sekolah saiki iso ngene yo ?? https://t.co/Jarw9BvTZo",HAM,ham,0.9976633787155151
"Adapun pelanggaran yang ditindak antara lain kendaraan tanpa plat nomor, kendaraan yang tidak sesuai standar pabrikan, serta penggunaan knalpot brong yang mengganggu kenyamanan dan ketenangan masyarakat.",HAM,ham,0.9973737001419067
"Sekolah ora keduman PIP
Neng ngomah ora keduman PKH
Kerjo ora keduman BSU

Opo rupaku iki rupa rupa wong sugeh",HAM,ham,0.9975882768630981
"Kami menuntut agar orang-orang yang tidak berkompeten segera hengkang dari tubuh PSS. Banyak hal yang sudah dilakukan, namun tak ada sedikit pun niat baik dari manajemen yang muncul terutama di media sosial. Apa yang salah?",HAM,ham,0.9985874891281128
"PERSONIL POLSEK KOTA PINANG POLRES LABUHANBATU SELATAN MELAKSANAKAN KRYD DAN PATROLI BLUE LIGHT ANTISIPASI GENG MOTOR, BALAP LIAR, BEGAL, KEJAHATAN JALANAN &amp; ANTISIPASI TP 3C.

#poldasumut
#divisihumaspolri
#patroli
#semuaorang
#sorotan https://t.co/M5bk0KKBPH",HAM,ham,0.9989547729492188
@paksiraras @fajarnugros @AdjieSanPutro @PatubMbel aku wis nyiapke motor blombongan,HAM,ham,0.9993131160736084
"Ini sama kek jamet konvoi motor pake knalpot blombongan, tp telinganya disumpel kapas. Dia ga ngerasain, tp org sekitarnya telinganya pekak. Curang. Urik. Coba itu pak pulisi mripatnya disuguhi lampu biru kelap kelip 10 menit aja, gringgingen gak itu matanya.",HAM,ham,0.9962465167045593
"Abangnya temen gua kena tabrak lari di daerah Grogol, hp sama dompet hilang dirampas entah sama siapa yang malam itu nolongin, ambulance pun harus adiknya yang nelepon. Mangkanya respect bngt sama warga yang aware soal ginian, ga bikin orang yg sudah jatuh tertimpa tangga.",HAM,ham,0.8391924500465393
Wooooalah https://t.co/WJeG4hAcOn,HAM,ham,0.9980050921440125
"Wujudkan Kenyamanan Pengunjung, Polsek Gedongtengen Sapa Malioboro Yogyakarta. Jumat 18/07/2025 pagi
                    https://t.co/AlmiMcSQyh",HAM,ham,0.9962073564529419
"POLSEK TANGERANG GELAR PATROLI MOBILE CEGAH KEJAHATAN JALANAN DI MALAM HARI

Dalam rangka mengantisipasi potensi kejahatan jalanan pada malam hari, Polsek Tangerang dipimpin oleh AKP Ronald Sianipar, SH, MH, melaksanakan patroli mobile di kawasan pinggir tol Jalan Jambu Raya. https://t.co/JYfKJJk6EP",HAM,ham,0.9990137815475464
"Hallo min, mau share info. Saya kemarin Selasa (15/07/2025) pukul 15.50 habis kemalingan helm saat ambil fcan di depan SMKN 2 Godean. Posisi helm saya taruh di spion motor yang tepat dibelakang saya berdiri. Mohon info yang mengenali ciri-ciri orang seperti di CCTV dan di foto ya min. Terima kasih????

(Utariisnaini)",HAM,ham,0.9976855516433716
YG PAKE KNALPOT BRONG LU ANJG BGT GANDENG IH TI PAGI NGA GEBER NGABANGUNKEUN BATUR WAE,HAM,ham,0.9974955916404724
"Sadarilah, kepala kita cuma satu dan itu sangat berharga. Jangan pernah sepelekan pentingnya helm saat berkendara. Kecelakaan bisa terjadi kapan saja, tapi persiapan kita bisa meminimalisir risikonya. #PakaiHelmituKeren https://t.co/Ljf8IyuMb0",HAM,ham,0.9994716048240662
"@AnzaiTakt wah asik nih, bawa pasukan tabrak lari ahhh https://t.co/DrrfI3uo80",HAM,ham,0.999640941619873
@estepanasloro @kareseia barrakallah ????????,HAM,ham,0.9994743466377258
"Pikir2 ulang naik garuda deh skrg
Ya emang kecelakaan transportasi udara paling kecil rasionya dibanding yang lain, tp sekali kecelakaan wassalam
Mungkinkah habis ini insidennya meningkat?",HAM,ham,0.9988862872123718
@starforrain Aku dari dulu emang suka pakai outfit yg warnanya tabrak lari?? Kalo nggak tabrak lari ya full hitam dari atas ke bawah??,HAM,ham,0.9994955062866211
"09.01 WIB #Kecelakaan_Purbaleunyi di Darangdan KM 98+800 arah Jakarta,  ada kendaraan Truk di bahu luar/kiri, dalam penanganan petugas.",HAM,ham,0.9994059801101685
Sebuah Krisis nyata di depan mata,HAM,ham,0.9980276226997375
"Polsek Kedamean Laksanakan Patroli Dialogis, Wujudkan Keamanan dan Kedekatan dengan Masyarakat, antisipasi gesekan antar perguruan silat dan kejahatan jalanan (17/07/2025) #polriuntukmasyarakat https://t.co/rroiCjZmAE",HAM,ham,0.9992638230323792
"Patroli KRYD Polsek Ponjong Guna antisipasi gangguan kamtibmas,  kriminalitas serta kejahatan jalanan diwilayah Ponjong
 
#PolriUntukMasyarakat #pengamanan #Yanmas #Harkamtibmas #PoldaJogja #PoldaDIY #PolresGunungkidul #AmanNyamanDamai #Polsekponjong https://t.co/5g6SOukGlD",HAM,ham,0.9971030354499817
Sore yang indah. https://t.co/uqoMv5CeoO,HAM,ham,0.994968593120575
@txtfromjogja Meriah tenan,HAM,ham,0.9995909333229065
@selfolssi dia suka yang mukanya kek jambret katanya nder @mingyu9k,HAM,ham,0.9994183778762817
"Kecelakaan lalu lintas terjadi di Jalan Lintas PadangBengkulu, tepatnya di depan SMK Adi Karya, Koto Panai, Nagari Air Haji, Kecamatan Linggo Sari Baganti, Kabupaten Pesisir Selatan, pada Kamis malam (17/7/2025) sekitar pukul 20.30 WIB. https://t.co/fg4SpyncJ7",HAM,ham,0.9982689619064331
@merapi_uncover Spikerku rusak po iki,HAM,ham,0.999566376209259
"lacak hp hilang by no hp / imei
lacak penipu/scammer/tabrak lari/terror/revengeporn 
sadap / hack / pulihkan akun
#zonauang #zonauang?",SPAM,spam,0.9918537735939026
@TARONET3D di malioboro udah 5G,HAM,ham,0.999409556388855
"Pada terjalnya jalan yang dilalui, sampai pada garis akhir. Berjuanglah sampai titik darah penghabisan dan mengakhirinya dengan baik. Tuntaskan dengan sepenuh jiwa dan raga! @PSSleman 

Never Ending Trust??

#SelesaikanDiMadura https://t.co/kEizsygUlO",HAM,ham,0.9985295534133911
@Ratu_Bagus montore blombongan ra?,HAM,ham,0.9971851706504822
"@nakaaa_w Doa terbaik untuk semua hal berkaitan dengan perkara ini mas. 
Podo Jogjane, sagete namung Nderek bekosungkowo lan dedongo. ??

#JusticeforDaru",HAM,ham,0.9996709823608398
"Jangan stalk aku, liat profesi jambret dari dulu yang maling HP Samsung A32, Oppo A3s, Headset,Gitar,Uang, Kacamata,dll ke aku, yang dipenjara berkali kali (ga kehitung).",HAM,ham,0.9861598610877991
"Bisa 2 kemungkinan
1. kebutuhan buat obat / judol
2. barang spanyol hasil jambret , nyopet dll https://t.co/fEdWV146BP",HAM,ham,0.9974365830421448
"09.28 WIB #Kecelakaan_Serpong_Kunciran di Parigi KM 21+200 arah Serpong, ada kendaraan Truk Box terbalik di lajur 2-3/tengah-kanan, dalam penanganan petugas.",HAM,ham,0.9993147850036621
Hati hati yang lewat Bogem Kalasan https://t.co/AZVyVoUUWB,HAM,ham,0.9925794005393982
@ARSIPAJA Haha lucu sekali,HAM,ham,0.9967362284660339
"Bangun, lur, kota sudah dikepung tentara dan POLISI",HAM,ham,0.9992376565933228
Blombongan i cen asu og kadang2,HAM,ham,0.9993057250976562
"Min aku mau cerita Jadi kan saya kerja dibutik kebaya, nah pintu kios itu kan ditutup. Kebetulan saya disini ber4 bareng anak pkl 3 orang nah pas anak pkl pada keluar cari makan siang kan mereka ber3 keluar semua.  Saya sendiri jaga butik.  Selang mereka keluar lurang lebih sekitar 7 menitan datanglah si ibuk  masuk kebutik tempat saya kerja saya pikir ibuk itu mau sewa atau jahit kebaya dan ternyata enggak. Ibuk itu duduk dan ngasih saya kertas nah karna saya gak paham apa isi tulisannya saya translet lah tulisan dikertas ibuk itu nah pas saya artikan saya bingung intinya dia itu tuna rungu dealf gitu terus inti dari tulisan itu dia minta uang,makanan/minuman untuk dia makan nah terus ditulisan itu dia jelasin kalo dia itu gak punya kerjan dan tidur pindah pindah dipinggir jalan dijembatan didepan ruko gitu.  

Tapi anehnya dari kalimat itu di akhir tulisan itu dia bilang kalo dia pulang kebantul jawa, padahal ditulisan diatasnya dia bilang kalo gak punya rumah dan tidur pindah pindah. Nah tetus setelah saya selesai translate saya kasihkan kertas itu ke ibuknya nah ibuknya giranya saya foto padahal saya cuma translate pas saya jelasin ibuk itu gak percaya dan malah marah marah sama saya. Terus saya bilang maaf bu saya itu gak foto tapi saya translate kertas ibuk karna saya gak oaham sama bahasanya ibuk. Terus ibuk itu malah bilang saya dosa lah tuhan marah lah dan akhirnya saya takut min sebenernya alhasil saya bentak ibuk itu saya bilang ibuk saya sudah jelasin baik baik keibuk tapi gak paham dan malah marah marah ke saya akhirnya karna saya takut dan muak saya dengan sekidit teriak bilang ke ibuk itu ibuk keluar atau saya lapor dan teriak. Terus ibuk itu keluar tapi sambil terus marah marah sama saya karna saya takut ibuk itu melakukan hal yg aneh2. Alhasil pas ibuk itu keluar saya kunci pintu butik sambil nunggu anak pkl pulang dari makan siang. Kejaian itu berlangsung sekitar jam 13.10 min dan ibuk itu marah marah sekitar 20 menitan ke saya... Jujur min saya panik saya takut ibuk itu ngerusak barang yng ada di butik tempat kerja saya. Buat himbauan aja min kalo misl ketemu ibuk itu atau orang yang minta minta sumbangan atau minta uang ditolak aja min takutnya malah ngelunjak dan keterusan. Ciri ciri ibuknya
(pakaian baju abu kaos panjng, celana coklat tua dan pakai ketudung coklat dia pakai tas selempang dan anehnya ibuk itu kelihatan orang yang sehat min bersih soalnya dari baju, muka, dan enggak kayak orang irang pinggir jalan pada umumnya) Oiya min lokasi kejadian ibuk itu marah marah dibutik tempat saya kerja dijalan kaliurang km.15 min Tolong ya min nama saya disamarkan. Terimakasih merapi uncover",HAM,ham,0.9771648049354553
Jogja Gempa ki? Po vertigo ku sik rung mari? ????????,HAM,ham,0.9950230121612549
Semoga para jambret masuk neraka gak usah ditanya² lagi,HAM,ham,0.9986690282821655
"tebak, ntar robot apa yang dibikin tukang robot wakanda, robot jambret... yak betul ??",HAM,ham,0.9993351101875305
"Compete at the Pencak Silat Choreography Competition during the 8th Malioboro Festival, 12th - 14th September 2025 in Yogyakarta, Java, Indonesia. Contact us to express your interest! #Jogja #MartialArts https://t.co/IMyG9aXBad",HAM,ham,0.9706765413284302
"Sopir Truk Pelaku Tabrak Lari di Jepara Berhasil Ditangkap Polisi #BNetwork 

https://t.co/NjhivLssN9",HAM,ham,0.9960743188858032
@AntiElitGlobal Isooo wae iki,HAM,ham,0.9990052580833435
"Pada hari Kamis tanggal 17 Juli 2025 pukul 23.00 wib s/d Selesai Personil Polsek Binjai melaksanakan Patroli di tempat tempat rawan, antisipasi kejahatan jalanan berupa Balap Liar, Geng Motor maupun 3-C ( Curah, Curat dan Curanmor ) di Wilayah Hukum Polsek Binjai https://t.co/eZRZWlVyEV",HAM,ham,0.9990097284317017
"Laga pamungkas berakhir dengan kemenangan di Madura. Terimakasih kepada pemain yang sudah berjuang, suporter dan kita semua yang telah menemani langkah PSS sejauh ini. Jangan henti!

Lekas sembuh kebanggaan kami @PSSleman 
PSS PER SEMPRE???? https://t.co/ui05H16pTj",HAM,ham,0.9982109069824219
"Hallo Min, mau cerita. Aku adalah owner Run Coffee and Eatery Jakal KM 13. Tadi siang dapet chat yg ngaku dari Yonif 403 Kentungan untuk order 450 cup coffee senilai 9.5juta di cafe kita, karena ragu mereka juga belum kasih DP akhirnya aku cross check langsung ke 403. Disana ketemu dg Pak Gilang dan dijelaskan kalau tidak ada pemesanan dari 403. Diinfokan juga kalau tadi siang ada coffee shop lain yg sudah datang bawa kopi 8 kardus ke 403 ?? mereka juga kena orderan fiktif min.
Aku sharing ini semoga ga ada owner"" coffee atau lainnya yg kena modus yg sama.
Thank you Min",HAM,ham,0.9976971745491028
"BCS secara penuh mendorong manajemen untuk segera melakukan RUPS, evaluasi kinerja orang-orang yang gagal dalam mengelola klub ini WAJIB dilakukan! Profesionalitas sebuah klub tentu juga dinilai dari prestasi sebagau hasil kerja orang-orang di dalamnya.",HAM,ham,0.9983488321304321
malioboro night?? https://t.co/uYdMfKPbNs,HAM,ham,0.9935370087623596
"Personil Polsek Perbaungan Polres Serdang Bedagai melaksanakan Giat Patroli *BLUE LIGHT PATROL* Deteksi, Monitor antisipasi 3C, kejahatan jalanan dan Kejahatan Lainnya di Wilkum Polsek Perbaungan. https://t.co/wp00AQtTdL",HAM,ham,0.99892657995224
"Sudah selesaikah dengan sebuah permohonan maaf atas turunnya kebanggaan kita ke kasta kedua? Minta maaf tanpa evaluasi itu sama saja, bicara target naik kasta oleh Gusti Randa sepertinya jangan berharap pada hasil berbeda dari pola penyelesaian yang sama, kami tidak bodoh??",HAM,ham,0.9990488886833191
"@toe_giman Lecet dikit lah ??????
Emang yang cocok buat ngadepin jambret pake Toyota Hardtop kok. ??",HAM,ham,0.9989393353462219
"09.25 WIB #Kecelakaan_Serpong_Kunciran di Parigi KM 21+200 arah Serpong, ada kendaraan Truk terbalik di lajur 1-2/kiri-tengah, petugas menuju lokasi.",HAM,ham,0.999239444732666
@martogibol ??????udu aku lik ??,HAM,ham,0.9991639852523804
"Musim depan harus benar-benar dipersiapkan mulai sekarang juga. Kontrak pemain, pelatih, akademi, hingga penggunaan stadion Maguwoharjo HARUS dilakukan segera. Waktu kita tidak banyak, kami tidak akan tinggal diam ketika klub PSS hanya 'sekedar jalan'.",HAM,ham,0.9966275095939636
"??????????.

Tepat 30 hari yang lalu PSS berlaga di kasta tertinggi liga Indonesia. Per malam ini, belum ada pergerakan berarti yang nampak dilakukan oleh manajemen @PSSleman dalam menyikapi kejadian musim lalu dan persiapan musip depan.

Sebuah utas https://t.co/IgokPyaogH",HAM,ham,0.99403315782547
"Ijin selamat malam min. Kejadian Buang Sampah sembarangan di jalan kampung, kejadian hari Rabu, 16 Juli 2025 sekitar jam 11.30 WIB di Selatan SMP IT Islam Terpadu LHI Jogoragan Banguntapan Bantul. 
Ada pemotor merk motor Vario hitam no plat tidak begitu jelas dikendarai oleh seorang lelaki membuang sampah satu kresek di jalan kampung yg notabenya dijaga kebersihannya sama warga kampung. Tindakan yg sangat kurang baik, tidak perlu dicontoh dan tidak menghargai wilayah sekitar oleh orang yg bukan domisili di kampung tersebut. Untuk pembelajaran buat semuanya Jangan buang sampah asal sembarangan. Terimakasih min dan ijin di hide user saya ?? Salam Hangat Jogja Istimewa",HAM,ham,0.9833617806434631
@k_tuaethnic @ferdinand_mpu Harley ... kw modelan modelan motor jadul ... di kasih knalpot brong??????,HAM,ham,0.9993922710418701
Wes ono sik gawe jogja rasa dieng rung?,HAM,ham,0.996650755405426
"Info lur, Hati-hati ada lubang di jalan Kaliurang km 10,9 (depan lapangan sepak bola Gadingan)

Lubangnya cukup besar dan dalam, banyak yang kejeglong lur, tadi saya lewat sampai dipilox putih dan ditulis tulisan misuh (gak tau siapa yg nulis)

Ada beberapa lubang ke arah Utara dengan tulisan yang sama.

Semoga segera diperbaiki drpd ada yang jatuh",HAM,ham,0.9990125894546509
"Pada hari Kamis tanggal 17 Juli 2025 pukul 16.00 wib s/d Selesai Personil Polsek Binjai melaksanakan Patroli di tempat tempat rawan, antisipasi kejahatan jalanan berupa Balap Liar, Geng Motor maupun 3-C ( Curah, Curat dan Curanmor ) di Wilayah Hukum Polsek Binjai https://t.co/VEYXa08A1H",HAM,ham,0.9989632368087769
"Nuwunsewu admin, izin berbagi keresahan saya, mewakili suami, dan mungkin juga para perempuan2.

Jadi kejadian di Stadion Sultan Agung, Bantul, 16 Juli 2025, sore hari. Waktu itu kami milih track pacuan kuda, tapi karena angin kencang akhirnya kami memilih track keliling stadion.
.
Pas keliling stadion banyak banget orang yang megang kamera dan Wallahua'lam, saya ndak tahu mereka sudah izin atau ndak, atau dari pihak stadionnya sendiri ada mekanisme izin atau ndak. Tapi terlepas dari hal (perizinan) tersebut, masalahnya mereka ngephoto orang-orang, dan orang-orang yang jadi objek photo gk tahu bagian apa yang diphoto, pose kaya apa yang diphoto.
. 
Kita ketahui bersama bahwa banyak yang mohon maaf pakaiannya belum menutup semua aurat sesuai dengan syariat islam ketika olah raga di tempat umum, dan zaman2 ini banyak sekali modus2 pemuasan nafsu dengan cara yang tidak halal dan plus aneh2.
.
Saran saya kepada semua photographer baik laki-laki maupun perempuan, bertakwalah kepada Allah.

Lanjut... Minta izinlah kepada yang mau diphoto, terlepas njenengan semua sudah izin sama stadion tapi tubuh kami bukan milik stadion, panjenengan harus minta izin dulu sama setiap orang. Karena ini bukan event, dan ini adalah sarana umum dan fasilitas publik.
.
Maturnuwun sanget. Mohon untuk dianonimkan nggih admin

Ada beberapa photo yang menunjukkan banyaknya photographer disana

Saya ndak izin sama mereka karena objeknya ndak jelas wajah, tubuh, dan identitas mereka.",HAM,ham,0.998458743095398
rill bocil nekat motoran blombongan keliling jkt sendiri tengah malem??,HAM,ham,0.9989896416664124
"Nekat keluar dengan outfit tabrak lari?? Kaos pink, celana ungu, outer + jilbab item, selop navy tosca gonjreng. Untung jalannya gelap????",HAM,ham,0.9930880665779114
Tulmbantul maneh.. https://t.co/aWfIVkW2QP,HAM,ham,0.9992542862892151
Ono wae gebrakane https://t.co/NyYFdhgWDR,HAM,ham,0.9979503750801086
"sumpah hari ini serem banget, ada yang meninggal kecelakaan di lampu merah al azhar. kecelakaan di csw terus kecelakaan di cawang kaya ya Allah ??????",HAM,ham,0.99941086769104
Sore ini terpantau ada operasi Progo di Yogyakarta https://t.co/gcQ6e3Ntjk,HAM,ham,0.9943029880523682
"@gadaapaapabre @BASEMANLY boleh aja, asal jametnya kayak gimana dulu siiih, intinya gak yang rambut di jabrik kayak anak punk, motor scopy knalpot brong roda kayak punya sepeda, tato mata. kalo gak gitu berarti aman",HAM,ham,0.9988527297973633
"Berikan mimin Tongkat Musa, akan mimin pajang di gubuk-gubuk rakyat tertindas. Tulisan kekuasaan dan kenabian patut dibaca karena tulisan ini menyentil watak yang mengaku para pendukung kebenaran.",HAM,ham,0.9954110980033875
@Pai_C1 Sein nya kayaknya telat deh...udah belok ada kecelakaan baru nyalain sein itu ????,HAM,ham,0.9992515444755554
